"ReadCode"	"ConceptId"	"term"	"DescriptionId"
"65I9"	"247821000000102"	"Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination"	"405661000000112"
"65IA"	"842861000000101"	"Post exposure diphtheria, tetanus, acellular pertussis and inactivated polio vaccination"	"2186271000000111"
"65M10"	"308081000000105"	"First MMR (measles mumps and rubella) vaccination"	"2640631000000116"
"65M11"	"1037251000000102"	"First MMR (measles mumps and rubella) vaccination given by other healthcare provider"	"2617961000000113"
"65M2"	"1091001000000108"	"Combined measles and rubella vaccination"	"2732881000000113"
"65MC0"	"1037271000000106"	"Second MMR (measles mumps and rubella) vaccination given by other healthcare provider"	"2618001000000111"
"65MD0"	"865151000000106"	"First combined paediatric hepatitis A and B vaccination"	"2236491000000116"
"65ME0"	"865171000000102"	"Second combined paediatric hepatitis A and B vaccination"	"2236531000000116"
"65MF0"	"865191000000103"	"Third combined paediatric hepatitis A and B vaccination"	"2236571000000119"
"65MP"	"335051000000104"	"Booster diphtheria, tetanus, acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination"	"620881000000117"
"65MQ"	"379241000000107"	"Booster diphtheria tetanus and three component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination"	"747071000000116"
"65PM"	"200371000000104"	"Hepatitis C contact"	"303891000000112"
"65PP"	"200401000000102"	"Trichomonas vaginalis contact"	"303951000000114"
"65PR"	"200681000000109"	"Human immunodeficiency virus contact"	"304701000000113"
"65PV"	"506901000000103"	"Influenza A virus H1N1 subtype close contact"	"1126621000000117"
"65Q9"	"1094401000000104"	"Sexually transmitted disease carrier"	"2741481000000119"
"65QE"	"384511000000103"	"Antenatal screening shows non significant carrier of sickle cell or thalassaemia"	"758991000000119"
"65QF"	"384671000000109"	"Antenatal screening shows significant carrier of sickle cell or thalassaemia"	"759311000000119"
"65QG"	"750571000000106"	"Antenatal screening shows non significant haemoglobinopathy carrier"	"1650401000000114"
"65QH"	"750601000000104"	"Antenatal screening shows carrier of significant haemoglobinopathy including sickle cell or thalassaemia"	"1650481000000116"
"65WB"	"247951000000102"	"Requires a pneumococcal vaccination"	"405921000000113"
"65WF"	"876521000000105"	"Requires course of tick-borne encephalitis vaccination"	"2262691000000114"
"65WG"	"876541000000103"	"Requires course of Japanese encephalitis vaccination"	"2262731000000115"
"661M0"	"811901000000107"	"Angina self-management plan agreed"	"2117731000000119"
"661M1"	"811921000000103"	"Asthma self-management plan agreed"	"2117771000000117"
"661M2"	"811941000000105"	"Chronic kidney disease self-management plan agreed"	"2117811000000117"
"661M3"	"811961000000106"	"Chronic obstructive pulmonary disease self-management plan agreed"	"2117851000000118"
"661M4"	"811981000000102"	"Diabetes self-management plan agreed"	"2117891000000114"
"661M5"	"812001000000102"	"Heart failure self-management plan agreed"	"2117931000000116"
"661M6"	"812021000000106"	"Hypertension self-management plan agreed"	"2117971000000119"
"661M7"	"812041000000104"	"Stroke self-management plan agreed"	"2118011000000114"
"661N0"	"811701000000105"	"Angina self-management plan review"	"2117311000000111"
"661N1"	"810901000000102"	"Asthma self-management plan review"	"2115631000000117"
"661N2"	"811021000000104"	"Chronic kidney disease self-management plan review"	"2115881000000117"
"661N3"	"810951000000101"	"Chronic obstructive pulmonary disease self-management plan review"	"2115731000000110"
"661N4"	"810961000000103"	"Diabetes self-management plan review"	"2115761000000117"
"661N5"	"810971000000105"	"Heart failure self-management plan review"	"2115781000000114"
"661N6"	"810981000000107"	"Hypertension self-management plan review"	"2115801000000110"
"661N7"	"810991000000109"	"Stroke self-management plan review"	"2115821000000118"
"661Q"	"816421000000101"	"Chronic disease annual review"	"2127501000000113"
"662J1"	"845331000000109"	"Amiodarone monitoring"	"2192671000000111"
"662k"	"166711000000108"	"Joint British Societies cardiovascular disease risk less than ten percent over next ten years"	"226781000000114"
"662K4"	"775161000000102"	"Angina self management plan commenced"	"1731551000000112"
"662K5"	"775171000000109"	"Angina self management plan completed"	"1731571000000115"
"662l"	"166721000000102"	"Joint British Societies cardiovascular disease risk ten percent to twenty percent over next ten years"	"226791000000111"
"662m"	"166731000000100"	"Joint British Societies cardiovascular disease risk greater than twenty percent up to thirty percent over next ten years"	"236501000000114"
"662M1"	"519751000000106"	"Stroke 6 month review"	"1160471000000111"
"662M2"	"816561000000108"	"Stroke initial post discharge review"	"2127781000000110"
"662n"	"166741000000109"	"Joint British Societies cardiovascular disease risk greater than thirty percent over next ten years"	"226801000000110"
"662p"	"247361000000100"	"Heart failure 6 month review"	"404741000000119"
"662P0"	"766211000000109"	"Hypertension 9 month review"	"1706551000000114"
"662q"	"299531000000100"	"Trial reduction of antihypertensive therapy"	"530161000000111"
"662r"	"299561000000105"	"Trial withdrawal of antihypertensive therapy"	"530221000000112"
"663g4"	"835731000000106"	"Using inhaled steroids - low dose"	"2170411000000111"
"663i"	"784821000000105"	"Non-invasive ventilation therapy review"	"1754861000000111"
"663P0"	"771981000000105"	"Asthma limits activities 1 to 2 times per month"	"1722581000000112"
"663P1"	"772011000000107"	"Asthma limits activities 1 to 2 times per week"	"1722651000000119"
"663P2"	"772051000000106"	"Asthma limits activities most days"	"1722731000000116"
"663Z0"	"824481000000100"	"Bronchodilator used infrequently"	"2145631000000111"
"663Z1"	"824981000000109"	"Bronchodilator not used in last month"	"2146731000000112"
"66580"	"823501000000106"	"Antidepressant drug treatment changed"	"2143511000000118"
"665G"	"367151000000100"	"Injectable neuroleptic managed by community mental health team"	"693301000000118"
"665H"	"367181000000106"	"Injectable neuroleptic managed by practice"	"693361000000119"
"665J"	"755361000000103"	"Lithium level checked at 3 monthly intervals"	"1662121000000117"
"665K"	"756471000000108"	"Lithium therapy record book completed"	"1667141000000114"
"666A"	"198491000000106"	"Multiple sclerosis review"	"299241000000110"
"666B"	"205631000000104"	"Multiple sclerosis multidisciplinary review"	"315671000000110"
"667G"	"93141000000105"	"Epilepsy restricts employment"	"141981000000118"
"667H"	"93151000000108"	"Epilepsy prevents employment"	"141991000000116"
"667J"	"108211000000104"	"Epilepsy impairs education"	"154851000000115"
"667K"	"88491000000102"	"Epilepsy limits activities"	"137801000000112"
"667L"	"93211000000101"	"Epilepsy does not limit activities"	"142041000000115"
"667M"	"840261000000103"	"Epilepsy management plan given"	"2180511000000117"
"6688"	"2531000000100"	"Registered partially blind"	"17791000000110"
"668C"	"727391000000102"	"Certificate of vision impairment"	"1594641000000116"
"668D"	"713031000000100"	"Registered sight impaired"	"1563201000000117"
"66Aa"	"25361000000103"	"Diabetic diet - poor compliance"	"63041000000111"
"66Aa"	"25361000000103"	"Poor compliance with diabetic diet"	"1749271000000117"
"66Ad0"	"1046191000000101"	"Hypoglycaemic attack - attendance by ambulance crew"	"2636331000000114"
"66Ag"	"198471000000107"	"Insulin needles changed daily"	"299191000000110"
"66Ah"	"198481000000109"	"Insulin needles changed for each injection"	"299211000000114"
"66AH1"	"876361000000109"	"Conversion to insulin in secondary care"	"2262341000000113"
"66AH2"	"876381000000100"	"Conversion to insulin by diabetes specialist nurse"	"2262381000000117"
"66AH3"	"918891000000108"	"Conversion to non-insulin injectable medication"	"2359401000000111"
"66Ai"	"198501000000100"	"Diabetic 6 month review"	"299261000000111"
"66Aj"	"199291000000104"	"Insulin needles changed less than once a day"	"301161000000113"
"66AJ4"	"894741000000107"	"Hypoglycaemic warning absent"	"2302761000000119"
"66Ak"	"199481000000100"	"Diabetes monitoring lower risk albumin excretion"	"1749411000000114"
"66Ak"	"199481000000100"	"Diabetic monitoring - lower risk albumin excretion"	"301611000000118"
"66Al"	"199491000000103"	"Diabetes monitoring higher risk albumin excretion"	"1749311000000117"
"66Al"	"199491000000103"	"Diabetic monitoring - higher risk albumin excretion"	"301641000000117"
"66An"	"279291000000109"	"Diabetes type 1 review"	"479511000000117"
"66Ao"	"279321000000104"	"Diabetes type 2 review"	"479571000000110"
"66Ap"	"345041000000101"	"Insulin treatment initiated"	"646031000000112"
"66Aq"	"367011000000100"	"Diabetic foot screen"	"692951000000111"
"66AQ0"	"512561000000108"	"Unsuitable for diabetes year of care programme"	"1139821000000110"
"66AQ1"	"512581000000104"	"Declined consent for diabetes year of care programme"	"1139861000000119"
"66As"	"527691000000107"	"Diabetic on subcutaneous treatment"	"1177721000000112"
"66AS0"	"887861000000105"	"Diabetes Year of Care annual review"	"2287311000000111"
"66At"	"754081000000109"	"Diabetic dietary review"	"1658821000000117"
"66At0"	"754101000000103"	"Type 1 diabetic dietary review"	"1665751000000119"
"66At0"	"754101000000103"	"Type I diabetic dietary review"	"1658861000000113"
"66At1"	"754121000000107"	"Type 2 diabetic dietary review"	"1665721000000112"
"66At1"	"754121000000107"	"Type II diabetic dietary review"	"1658901000000118"
"66AX"	"24451000000107"	"Diabetes: shared care in pregnancy - diabetologist and obstetrician"	"61891000000110"
"66Ax"	"782011000000104"	"Checking accuracy of blood glucose meter"	"1748401000000118"
"66AY"	"25351000000101"	"Diabetic diet - good compliance"	"63021000000116"
"66AY"	"25351000000101"	"Good compliance with diabetic diet"	"1749251000000114"
"66Ay"	"816711000000104"	"Gestational diabetes mellitus annual review"	"2128081000000111"
"66Az"	"850581000000106"	"High risk of diabetes mellitus annual review"	"2203931000000113"
"66BB"	"341861000000109"	"Hypothyroidism annual review"	"637341000000118"
"66c1"	"204651000000105"	"Anticoagulant therapy stopped"	"313561000000118"
"66c2"	"495131000000106"	"Medication monitored in secondary care"	"1066211000000110"
"66c4"	"891951000000109"	"Opioid substitution therapy monitoring"	"2296901000000113"
"66c5"	"1024711000000103"	"Has novel oral anticoagulant alert card"	"2587041000000117"
"66Ca"	"904151000000103"	"Weight loss confidence score"	"2325381000000114"
"66Cb"	"904551000000107"	"Intensive weight management programme commenced"	"2326311000000114"
"66Cc"	"904611000000107"	"Intensive weight management programme ended"	"2326451000000118"
"66Cd"	"904631000000104"	"Intensive weight management programme declined"	"2326491000000114"
"66CF0"	"918691000000107"	"3 month target weight"	"2358981000000118"
"66CF1"	"918711000000109"	"6 month target weight"	"2359021000000113"
"66CF2"	"918731000000101"	"12 month target weight"	"2359061000000117"
"66CF3"	"923881000000105"	"Target weight to achieve five percent weight loss"	"2369981000000115"
"66CF4"	"923901000000108"	"Target weight to achieve ten percent weight loss"	"2370021000000115"
"66CG"	"819361000000109"	"Weight management programme offered"	"2134401000000115"
"66CH"	"819321000000101"	"Weight management plan started"	"2134321000000116"
"66CJ"	"819311000000107"	"Weight management plan completed"	"2134301000000113"
"66CK"	"197941000000107"	"Target weight reached"	"297891000000114"
"66CL"	"755881000000104"	"Risk to health associated with overweight and obesity, at no increased risk"	"1663231000000115"
"66CM"	"755901000000101"	"Risk to health associated with overweight and obesity, at increased risk"	"1663271000000118"
"66CN"	"755921000000105"	"Risk to health associated with overweight and obesity, at high risk"	"1663311000000118"
"66CP"	"755941000000103"	"Risk to health associated with overweight and obesity, at very high risk"	"1663351000000119"
"66CQ"	"756001000000107"	"Intervention for risk to health associated with overweight and obesity, general advice on healthy weight and lifestyle"	"1663481000000115"
"66CR"	"756021000000103"	"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity"	"1663521000000115"
"66CS"	"756041000000105"	"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity, consider drugs"	"1663561000000111"
"66CT"	"756061000000106"	"Intervention for risk to health associated with overweight and obesity, advice about diet and physical activity, consider drugs, consider surgery"	"1663601000000111"
"66CV"	"768261000000107"	"Reason for initial weight gain"	"1714571000000114"
"66CW"	"781511000000104"	"Unsuitable for weight management programme"	"1747301000000110"
"66CX"	"898011000000103"	"Obesity multidisciplinary case review"	"2310101000000115"
"66CY"	"904131000000105"	"Weight loss importance score"	"2325341000000118"
"66e0"	"247721000000109"	"Alcohol abuse monitoring"	"405461000000114"
"66f2"	"492611000000102"	"Cardiovascular disease high risk review"	"1060761000000119"
"66F7"	"920391000000105"	"Monoclonal paraprotein threshold for referral"	"2362621000000117"
"66g"	"247611000000109"	"Congenital heart condition monitoring"	"405241000000114"
"66h"	"248711000000102"	"Dementia monitoring"	"407461000000119"
"66HB0"	"847261000000104"	"Rheumatoid arthritis annual review"	"2196791000000119"
"66HC"	"515691000000108"	"Rheumatic disorder annual review invitation"	"1148421000000118"
"66i"	"248721000000108"	"Chronic kidney disease monitoring"	"407481000000111"
"66j"	"504871000000109"	"Human immunodeficiency virus monitoring"	"1121571000000111"
"66j0"	"504901000000109"	"Human immunodeficiency virus annual review"	"1121631000000110"
"66k"	"515611000000104"	"Cystic fibrosis monitoring"	"1148201000000111"
"66k0"	"515631000000107"	"Cystic fibrosis annual review"	"1148241000000114"
"66K90"	"864021000000101"	"Successful trial without catheter"	"2233981000000116"
"66K91"	"860371000000105"	"Failed trial without catheter"	"2225381000000119"
"66m"	"812981000000108"	"Unsuitable for meteorological health forecasting service"	"2120021000000112"
"66n"	"860381000000107"	"Chronic pain review"	"2225421000000111"
"66o1"	"928851000000109"	"Enquiry about diabetic erectile dysfunction declined"	"2380481000000115"
"66o5"	"976341000000101"	"Diabetic on oral treatment and glucagon-like peptide 1 receptor agonist"	"2483721000000113"
"66o6"	"976361000000100"	"Diabetic on insulin and glucagon-like peptide 1 receptor agonist"	"2483761000000117"
"66p"	"886641000000108"	"Vitamin D deficiency monitoring"	"2284791000000110"
"66p0"	"886661000000109"	"Vitamin D deficiency annual review"	"2284831000000115"
"66P7"	"205791000000105"	"High risk drug monitoring - primary care"	"316101000000116"
"66P8"	"205801000000109"	"High risk drug monitoring - shared care"	"316131000000110"
"66P9"	"205811000000106"	"High risk drug monitoring - secondary care"	"316161000000117"
